번호,발생시각,년,월 ,일,규모,위도,경도,위치,위도(숫자)
638,2019-06-27,2019,6,27,3.9,38.80 N,125.69 E,북한 황해북도 송림 북동쪽 9km 지역,38.80 
637,2019-06-23,2019,6,23,2.4,36.69 N,128.41 E,경북 예천군 북서쪽 5km 지역,36.69 
636,2019-06-23,2019,6,23,2.4,38.75 N,125.73 E,북한 황해북도 송림 동쪽 8km 지역,38.75 
635,2019-06-23,2019,6,23,3.4,38.81 N,125.70 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
634,2019-06-22,2019,6,22,3.4,38.81 N,125.70 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
633,2019-06-22,2019,6,22,2.7,38.81 N,125.71 E,북한 황해북도 송림 북동쪽 10km 지역,38.81 
632,2019-06-21,2019,6,21,2.5,38.81 N,125.68 E,북한 황해북도 송림 북북동쪽 9km 지역,38.81 
631,2019-06-15,2019,6,15,2.2,35.71 N,126.36 E,전북 부안군 서쪽 34km 해역,35.71 
630,2019-06-11,2019,6,11,2.5,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,35.76 
629,2019-05-17,2019,5,17,2.4,38.37 N,126.30 E,북한 황해북도 평산 서북서쪽 9km 지역,38.37 
628,2019-05-16,2019,5,16,3.3,39.15 N,126.47 E,북한 평안남도 양덕 서남서쪽 16km 지역,39.15 
627,2019-05-13,2019,5,13,2.4,33.35 N,127.17 E,제주 서귀포시 동쪽 58km 해역,33.35 
626,2019-05-10,2019,5,10,2,36.56 N,129.64 E,경북 영덕군 동북동쪽 29km 해역,36.56 
625,2019-05-05,2019,5,5,2.1,36.55 N,129.54 E,경북 영덕군 북동쪽 22km 해역,36.55 
624,2019-05-04,2019,5,4,2.4,37.42 N,124.56 E,인천 옹진군 백령도 남쪽 60km 해역,37.42 
623,2019-04-27,2019,4,27,2.5,33.79 N,126.09 E,제주 제주시 북서쪽 52km 해역,33.79 
622,2019-04-22,2019,4,22,3.8,36.86 N,129.80 E,경북 울진군 동남동쪽 38km 해역,36.86 
621,2019-04-19,2019,4,19,4.3,37.88 N,129.54 E,강원 동해시 북동쪽 54km 해역,37.88 
620,2019-03-28,2019,3,28,2.2,33.62 N,126.94 E,제주 제주시 동북동쪽 40km 해역,33.62 
619,2019-03-21,2019,3,21,2.7,37.56 N,125.20 E,북한 황해남도 옹진 남남서쪽 43km 해역,37.56 
618,2019-03-21,2019,3,21,2.8,41.32 N,129.09 E,북한 함경북도 길주 북북서쪽 45km 지역,41.32 
617,2019-03-19,2019,3,19,2.2,38.01 N,126.00 E,북한 황해남도 해주 동쪽 25km 지역,38.01 
616,2019-03-17,2019,3,17,2.3,36.34 N,127.87 E,충북 옥천군 동쪽 27km 지역,36.34 
615,2019-03-13,2019,3,13,2.4,33.63 N,126.93 E,제주 제주시 동북동쪽 40km 해역,33.63 
614,2019-03-11,2019,3,11,2.4,33.47 N,126.40 E,제주 제주시 서남서쪽 13km 지역,33.47 
613,2019-03-09,2019,3,9,2,36.82 N,128.73 E,경북 봉화군 남쪽 8km 지역,36.82 
612,2019-03-03,2019,3,3,2.5,39.63 N,127.12 E,북한 함경남도 금야 북서쪽 15km 지역,39.63 
611,2019-02-27,2019,2,27,2.2,37.31 N,124.74 E,인천 옹진군 백령도 남쪽 72km 해역,37.31 
610,2019-02-25,2019,2,25,2.9,36.77 N,129.03 E,경북 영양군 북북서쪽 14km 지역,36.77 
609,2019-02-20,2019,2,20,2.9,36.51 N,125.50 E,충남 태안군 서격렬비도 남남서쪽 12km 해역,36.51 
608,2019-02-18,2019,2,18,2.4,36.72 N,128.41 E,경북 예천군 북북서쪽 8km 지역,36.72 
607,2019-02-17,2019,2,17,2.6,33.29 N,126.25 E,제주 서귀포시 서쪽 29km 지역,33.29 
606,2019-02-13,2019,2,13,2.7,38.90 N,125.86 E,북한 평양 남동쪽 17km 지역,38.90 
605,2019-02-10,2019,2,10,2.5,36.16 N,129.85 E,경북 포항시 북구 동북동쪽 45km 해역,36.16 
604,2019-02-10,2019,2,10,4.1,36.16 N,129.90 E,경북 포항시 북구 동북동쪽 50km 해역,36.16 
603,2019-01-31,2019,1,31,2.2,36.53 N,129.66 E,경북 영덕군 동북동쪽 29km 해역,36.53 
602,2019-01-17,2019,1,17,2.7,33.94 N,127.62 E,전남 여수시 거문도 동남동쪽 30km 해역,33.94 
601,2019-01-13,2019,1,13,2,37.02 N,127.93 E,충북 충주시 북쪽 3km 지역,37.02 
600,2019-01-10,2019,1,10,2.5,35.79 N,129.20 E,경북 경주시 남남서쪽 5km 지역,35.79 
599,2019-01-09,2019,1,9,3.7,37.37 N,124.23 E,인천 옹진군 백령도 남남서쪽 76km 해역,37.37 
598,2019-01-02,2019,1,2,2.2,36.77 N,128.31 E,경북 문경시 북북동쪽 23km 지역,36.77 
597,2019-01-02,2019,1,2,2.8,41.30 N,129.21 E,북한 함경북도 길주 북북서쪽 40km 지역,41.30 
596,2019-01-01,2019,1,1,3.1,36.53 N,129.66 E,경북 영덕군 동북동쪽 29km 해역,36.53 
595,2018-12-27,2018,12,27,2,36.99 N,128.89 E,경북 봉화군 북동쪽 18km 지역,36.99 
594,2018-12-21,2018,12,21,2.7,35.76 N,127.95 E,경남 거창군 북북동쪽 9km 지역,35.76 
593,2018-12-20,2018,12,20,2,35.88 N,129.69 E,경북 포항시 남구 동남동쪽 33km 해역,35.88 
592,2018-12-17,2018,12,17,2.2,36.53 N,129.65 E,경북 영덕군 동북동쪽 28km 해역,36.53 
591,2018-12-12,2018,12,12,2.1,35.72 N,126.78 E,전북 부안군 동남동쪽 4km 지역,35.72 
590,2018-12-09,2018,12,9,2.2,35.86 N,129.69 E,경북 포항시 남구 동남동쪽 34km 해역,35.86 
589,2018-12-08,2018,12,8,2.4,36.31 N,128.25 E,경북 구미시 북북서쪽 23km 지역,36.31 
588,2018-12-05,2018,12,5,2.5,36.45 N,129.62 E,경북 영덕군 동쪽 23km 해역,36.45 
587,2018-12-05,2018,12,5,2.1,36.45 N,129.62 E,경북 영덕군 동쪽 23km 해역,36.45 
586,2018-11-29,2018,11,29,2.1,37.32 N,129.69 E,경북 울진군 북동쪽 44km 해역,37.32 
585,2018-11-29,2018,11,29,3.3,34.94 N,124.53 E,전남 신안군 흑산도 서북서쪽 92km 해역,34.94 
584,2018-11-25,2018,11,25,2.1,33.15 N,126.09 E,제주 서귀포시 서남서쪽 45km 해역,33.15 
583,2018-11-25,2018,11,25,2.2,38.73 N,125.92 E,북한 황해북도 송림 동쪽 25km 지역,38.73 
582,2018-11-24,2018,11,24,2.9,38.70 N,127.16 E,북한 강원 평강 북북서쪽 34km 지역,38.70 
581,2018-11-22,2018,11,22,2.2,35.91 N,129.71 E,경북 포항시 남구 동남동쪽 33km 해역,35.91 
580,2018-11-20,2018,11,20,2.3,33.52 N,127.29 E,전남 여수시 거문도 남쪽 57km 해역,33.52 
579,2018-11-19,2018,11,19,2.1,36.42 N,127.30 E,대전 유성구 북서쪽 8km 지역,36.42 
578,2018-11-05,2018,11,5,3.1,37.85 N,124.87 E,인천 옹진군 백령도 남동쪽 20km 해역,37.85 
577,2018-11-05,2018,11,5,3.2,37.80 N,124.90 E,인천 옹진군 백령도 남동쪽 26km 해역,37.80 
576,2018-11-04,2018,11,4,2.5,36.08 N,128.25 E,경북 김천시 동남동쪽 14km 지역,36.08 
575,2018-10-25,2018,10,25,2.3,35.76 N,129.19 E,경북 경주시 남남서쪽 9km 지역,35.76 
574,2018-10-24,2018,10,24,2.2,38.04 N,125.37 E,북한 황해남도 옹진 북쪽 12km 지역,38.04 
573,2018-10-22,2018,10,22,2.1,35.61 N,124.94 E,전북 군산시 어청도 서남서쪽 109km 해역,35.61 
572,2018-10-20,2018,10,20,2.6,37.26 N,129.96 E,경북 울진군 동북동쪽 58km 해역,37.26 
571,2018-10-17,2018,10,17,2,36.16 N,127.30 E,충남 논산시 동쪽 18km 지역,36.16 
570,2018-10-14,2018,10,14,2.4,37.49 N,124.58 E,인천 옹진군 백령도 남쪽 52km 해역,37.49 
569,2018-10-12,2018,10,12,2.3,38.67 N,127.18 E,북한 강원 평강 북북서쪽 30km 지역,38.67 
568,2018-09-27,2018,9,27,2.4,38.74 N,125.70 E,북한 황해북도 송림 동쪽 6km 지역,38.74 
567,2018-09-25,2018,9,25,2.5,33.46 N,125.80 E,제주 제주시 서쪽 68km 해역,33.46 
566,2018-09-24,2018,9,24,2.8,40.20 N,127.70 E,북한 함경남도 신흥 북동쪽 30km 지역,40.20 
565,2018-09-17,2018,9,17,2.4,36.05 N,129.69 E,경북 포항시 북구 동쪽 29km 해역,36.05 
564,2018-09-15,2018,9,15,2.4,37.07 N,129.91 E,경북 울진군 동쪽 46km 해역,37.07 
563,2018-09-14,2018,9,14,2.2,36.78 N,128.36 E,경북 문경시 북동쪽 26km 지역,36.78 
562,2018-08-29,2018,8,29,2.5,37.00 N,129.32 E,경북 울진군 서쪽 7km 지역,37.00 
561,2018-08-24,2018,8,24,2.1,34.33 N,127.42 E,전남 고흥군 남남동쪽 34km 해역,34.33 
560,2018-08-24,2018,8,24,2.6,37.92 N,125.68 E,북한 황해남도 해주 남남서쪽 14km 지역,37.92 
559,2018-08-15,2018,8,15,2.5,37.27 N,130.63 E,경북 울릉군 울릉도 남서쪽 34km 해역,37.27 
558,2018-08-10,2018,8,10,2.4,33.21 N,127.53 E,제주 서귀포시 동쪽 90km 해역,33.21 
557,2018-08-09,2018,8,9,2.1,37.03 N,125.27 E,충남 태안군 서격렬비도 북북서쪽 53km 해역,37.03 
556,2018-08-09,2018,8,9,2.1,37.03 N,125.30 E,충남 태안군 서격렬비도 북북서쪽 51km 해역,37.03 
555,2018-07-22,2018,7,22,2.9,33.41 N,125.91 E,제주 제주시 서쪽 58km 해역,33.41 
554,2018-07-21,2018,7,21,2.2,34.47 N,127.25 E,전남 고흥군 남남서쪽 16km 해역,34.47 
553,2018-07-20,2018,7,20,2.3,35.84 N,129.79 E,경북 포항시 남구 동남동쪽 43km 해역,35.84 
552,2018-07-20,2018,7,20,2.4,36.01 N,126.16 E,전북 군산시 어청도 남동쪽 21km 해역,36.01 
551,2018-07-19,2018,7,19,2.5,35.83 N,129.80 E,경북 포항시 남구 동남동쪽 44km 해역,35.83 
550,2018-07-17,2018,7,17,2.7,35.91 N,127.81 E,전북 무주군 남동쪽 17km 지역,35.91 
549,2018-07-04,2018,7,4,2.1,37.30 N,127.70 E,경기 여주시 동쪽 6km 지역,37.30 
548,2018-07-01,2018,7,1,2.2,37.63 N,129.48 E,강원 삼척시 북동쪽 34km 해역,37.63 
547,2018-06-28,2018,6,28,2.2,36.99 N,125.25 E,충남 태안군 서격렬비도 북북서쪽 50km 해역,36.99 
546,2018-06-28,2018,6,28,2.7,38.18 N,127.34 E,강원 철원군 북북동쪽 4km 지역,38.18 
545,2018-06-20,2018,6,20,2.1,34.90 N,124.81 E,전남 신안군 흑산면 서북서쪽 66km 해역,34.90 
544,2018-06-16,2018,6,16,2.3,37.19 N,129.08 E,강원 삼척시 남남서쪽 30km 지역,37.19 
543,2018-06-15,2018,6,15,2.1,36.39 N,128.49 E,경북 의성군 서북서쪽 19km 지역,36.39 
542,2018-06-09,2018,6,9,2.3,35.87 N,129.73 E,경북 포항시 남구 동남동쪽 37km 해역,35.87 
541,2018-05-31,2018,5,31,2.8,38.53 N,127.68 E,북한 강원 회양 남남동쪽 19km 지역,38.53 
540,2018-05-31,2018,5,31,2.6,36.22 N,129.38 E,경북 포항시 북구 북쪽 20km 지역,36.22 
539,2018-05-22,2018,5,22,2.2,36.37 N,129.49 E,경북 영덕군 동남동쪽 12km 해역,36.37 
538,2018-05-20,2018,5,20,2,34.16 N,125.61 E,전남 신안군 흑산면 남남동쪽 56km 해역,34.16 
537,2018-05-14,2018,5,14,2.5,33.62 N,125.58 E,제주 제주시 고산 서북서쪽 65km 해역,33.62 
536,2018-05-07,2018,5,7,2,36.72 N,128.37 E,경북 예천군 북서쪽 10km 지역,36.72 
535,2018-05-04,2018,5,4,2,36.10 N,127.70 E,충북 영동군 남서쪽 11km 지역,36.10 
534,2018-05-02,2018,5,2,2.5,36.56 N,127.63 E,충북 보은군 북서쪽 11km 지역,36.56 
533,2018-05-01,2018,5,1,2,35.77 N,129.20 E,경북 경주시 남쪽 8km 지역,35.77 
532,2018-04-24,2018,4,24,2.5,37.06 N,125.92 E,인천 옹진군 덕적도 남서쪽 27km 해역,37.06 
531,2018-04-23,2018,4,23,2.4,33.21 N,126.40 E,제주 서귀포시 서남서쪽 16km 해역,33.21 
530,2018-04-23,2018,4,23,2.3,41.35 N,129.12 E,북한 함경북도 길주 북북서쪽 47km 지역,41.35 
529,2018-04-09,2018,4,9,2.4,35.76 N,129.19 E,경북 경주시 남남서쪽 8km 지역,35.76 
528,2018-04-06,2018,4,6,2.6,36.08 N,129.82 E,경북 포항시 북구 동쪽 41km 해역,36.08 
527,2018-03-31,2018,3,31,2,36.10 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,36.10 
526,2018-03-26,2018,3,26,2.7,37.78 N,124.84 E,인천 백령도 남동쪽 24km 해역,37.78 
525,2018-03-16,2018,3,16,2.7,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,36.10 
524,2018-03-16,2018,3,16,2,36.98 N,128.42 E,충북 단양군 동남동쪽 5km 지역,36.98 
523,2018-03-10,2018,3,10,2.8,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,36.14 
522,2018-03-09,2018,3,9,2.2,36.95 N,126.45 E,충남 서산시 북쪽 18km 지역,36.95 
521,2018-03-08,2018,3,8,2,35.31 N,127.32 E,전남 곡성군 북동쪽 4km 지역,35.31 
520,2018-03-08,2018,3,8,2,35.30 N,127.33 E,전남 곡성군 동북동쪽 4km 지역,35.30 
519,2018-03-04,2018,3,4,2.6,38.13 N,130.33 E,경북 울릉군 북서쪽 88km 해역,38.13 
518,2018-02-27,2018,2,27,2.4,37.09 N,124.87 E,충남 태안군 서격렬비도 북서쪽 80km 해역,37.09 
517,2018-02-26,2018,2,26,2.5,34.52 N,125.32 E,전남 신안군 흑산면 남서쪽 20km 해역,34.52 
516,2018-02-26,2018,2,26,2.4,33.97 N,126.87 E,전남 완도군 남남동쪽 39km 해역,33.97 
515,2018-02-18,2018,2,18,2.4,36.07 N,129.33 E,경북 포항시 북구 북서쪽 4km 지역,36.07 
514,2018-02-17,2018,2,17,2.2,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,36.10 
513,2018-02-17,2018,2,17,2.6,36.09 N,129.33 E,경북 포항시 북구 북북서쪽 6km 지역,36.09 
512,2018-02-17,2018,2,17,2,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,36.11 
511,2018-02-14,2018,2,14,2.3,37.80 N,125.38 E,북한 황해남도 옹진 남쪽 14km 해역,37.80 
510,2018-02-13,2018,2,13,2.5,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,36.12 
509,2018-02-13,2018,2,13,2.6,36.07 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.07 
508,2018-02-11,2018,2,11,2.4,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.08 
507,2018-02-11,2018,2,11,2.1,36.08 N,129.32 E,경북 포항시 북구 북서쪽 6km 지역,36.08 
506,2018-02-11,2018,2,11,2.1,36.08 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역,36.08 
505,2018-02-11,2018,2,11,2.1,36.09 N,129.32 E,경북 포항시 북구 북서쪽 7km 지역,36.09 
504,2018-02-11,2018,2,11,2.1,36.07 N,129.32 E,경북 포항시 북구 북서쪽 5km 지역,36.07 
503,2018-02-11,2018,2,11,2.2,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.08 
502,2018-02-11,2018,2,11,2.2,36.07 N,129.34 E,경북 포항시 북구 북서쪽 4km 지역,36.07 
501,2018-02-11,2018,2,11,2.5,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.08 
500,2018-02-11,2018,2,11,4.6,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.08 
499,2018-02-10,2018,2,10,2.4,36.60 N,125.76 E,충남 태안군 서격렬비도 동쪽 20km 해역,36.60 
498,2018-02-09,2018,2,9,2.5,33.92 N,125.22 E,전남 신안군 흑산면 남남서쪽 85km 해역,33.92 
497,2018-02-08,2018,2,8,2.7,35.10 N,124.99 E,전남 신안군 흑산면 북서쪽 67km 해역,35.10 
496,2018-02-08,2018,2,8,2.7,41.32 N,129.09 E,북한 함경북도 길주 북북서쪽 45km 지역,41.32 
495,2018-02-06,2018,2,6,2.6,41.33 N,129.10 E,북한 함경북도 길주 북북서쪽 46Km 지역,41.33 
494,2018-02-06,2018,2,6,2.5,36.08 N,129.33 E,경북 포항시 북구 북서쪽 5km 지역,36.08 
493,2018-02-04,2018,2,4,2.3,36.06 N,129.31 E,경북 포항시 북구 서북서쪽 5km 지역,36.06 
492,2018-02-04,2018,2,4,2.8,36.37 N,127.62 E,충북 옥천군 북북동쪽 8km 지역,36.37 
491,2018-02-04,2018,2,4,2.1,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,36.11 
490,2018-02-03,2018,2,3,2.6,33.77 N,127.40 E,전남 여수시 거문도 남남동쪽 30km 해역,33.77 
489,2018-02-03,2018,2,3,2,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역,36.14 
488,2018-02-02,2018,2,2,2.9,36.12 N,129.37 E,경북 포항시 북구 북쪽 9km 지역,36.12 
487,2018-01-28,2018,1,28,3.2,40.24 N,127.30 E,북한 함경남도 장진 남남동쪽 16km 지역,40.24 
486,2018-01-24,2018,1,24,2.4,34.32 N,127.32 E,전남 여수시 거문도 북쪽 32km 해역,34.32 
485,2018-01-10,2018,1,10,2,36.26 N,127.34 E,대전 서구 남남서쪽 12km 지역,36.26 
484,2018-01-09,2018,1,9,2.1,33.98 N,127.11 E,전남 여수시 거문도 서남서쪽 19km 해역,33.98 
483,2018-01-06,2018,1,6,2.2,37.71 N,125.94 E,북한 인천 옹진군 연평도 동북동쪽 21km 해역,37.71 
482,2018-01-01,2018,1,1,2,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,36.11 
481,2018-01-01,2018,1,1,2.1,38.33 N,126.16 E,북한 황해북도 평산 서쪽 20km 지역,38.33 
480,2017-12-30,2017,12,30,2,35.76 N,129.17 E,경북 경주시 남남서쪽 9km 지역,35.76 
479,2017-12-29,2017,12,29,2.1,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역,36.11 
478,2017-12-27,2017,12,27,2.3,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,36.11 
477,2017-12-27,2017,12,27,2.8,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,36.11 
476,2017-12-26,2017,12,26,2.2,36.14 N,129.37 E,경북 포항시 북구 북쪽 11km 지역,36.14 
475,2017-12-25,2017,12,25,2.1,36.11 N,129.36 E,경북 포항시 북구 북쪽 7km 지역,36.11 
474,2017-12-25,2017,12,25,3.5,36.11 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,36.11 
473,2017-12-22,2017,12,22,2.2,39.31 N,127.15 E,북한 함경남도 고원 남남서쪽 15km 지역,39.31 
472,2017-12-21,2017,12,21,2,36.72 N,128.01 E,경북 문경시 북서쪽 21km 지역,36.72 
471,2017-12-20,2017,12,20,2.3,36.09 N,125.64 E,충남 태안군 서격렬비도 남쪽 57km 해역,36.09 
470,2017-12-19,2017,12,19,2.1,35.77 N,129.42 E,경북 경주시 동남동쪽 20km 지역,35.77 
469,2017-12-12,2017,12,12,2.5,38.32 N,126.18 E,북한 황해북도 평산 서쪽 19km 지역,38.32 
468,2017-12-09,2017,12,9,2.3,35.61 N,129.99 E,울산 동구 동북동쪽 54km 해역,35.61 
467,2017-12-09,2017,12,9,2.8,41.31 N,129.11 E,북한 함경북도 길주 북북서쪽 43km 지역,41.31 
466,2017-12-09,2017,12,9,3,41.32 N,129.10 E,북한 함경북도 길주 북북서쪽 45km 지역,41.32 
465,2017-12-09,2017,12,9,2.3,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,36.10 
464,2017-12-09,2017,12,9,2.2,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,36.10 
463,2017-12-05,2017,12,5,2.7,41.32 N,129.13 E,북한 함경북도 길주 북북서쪽 44km 지역,41.32 
462,2017-12-05,2017,12,5,2.1,36.02 N,129.45 E,경북 포항시 남구 동쪽 9km 해역,36.02 
461,2017-12-04,2017,12,4,2.5,33.42 N,127.15 E,제주 서귀포시 성산 동쪽 25km 해역,33.42 
460,2017-12-03,2017,12,3,2.1,36.75 N,128.82 E,경북 안동시 북북동쪽 22km 지역,36.75 
459,2017-12-02,2017,12,2,2.5,41.32 N,129.20 E,북한 함경북도 길주 북북서쪽 43km 지역,41.32 
458,2017-12-01,2017,12,1,2.7,33.24 N,127.32 E,제주 서귀포시 성산 동남동쪽 44km 해역,33.24 
457,2017-12-01,2017,12,1,2.4,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 7km 지역,36.10 
456,2017-11-26,2017,11,26,2.9,36.69 N,124.65 E,충남 태안군 서격렬비도 서쪽 79km 해역,36.69 
455,2017-11-25,2017,11,25,2.3,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,36.11 
454,2017-11-25,2017,11,25,2,36.10 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,36.10 
453,2017-11-24,2017,11,24,2.3,34.05 N,125.57 E,전남 신안군 흑산면 남쪽 68km 해역,34.05 
452,2017-11-24,2017,11,24,2.3,36.11 N,129.35 E,경북 포항시 북구 북쪽 7km 지역,36.11 
451,2017-11-24,2017,11,24,2.6,37.23 N,125.04 E,인천 옹진군 연평도 남서쪽 76km 해역,37.23 
450,2017-11-23,2017,11,23,2.3,36.11 N,129.37 E,경북 포항시 북구 북쪽 8km 지역,36.11 
449,2017-11-22,2017,11,22,2,36.12 N,129.35 E,경북 포항시 북구 북쪽 9km 지역,36.12 
448,2017-11-22,2017,11,22,2.5,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,36.10 
447,2017-11-21,2017,11,21,2.4,36.11 N,129.33 E,경북 포항시 북구 북북서쪽 8km 지역,36.11 
446,2017-11-21,2017,11,21,2.1,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 5km 지역,36.09 
445,2017-11-21,2017,11,21,2,36.09 N,129.35 E,경북 포항시 북구 북쪽 6km 지역,36.09 
444,2017-11-20,2017,11,20,3.6,36.14 N,129.36 E,경북 포항시 북구 북쪽 11km 지역,36.14 
443,2017-11-19,2017,11,19,3.5,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km 지역,36.12 
442,2017-11-19,2017,11,19,2.2,36.09 N,129.34 E,경북 포항시 북구 북북서쪽 6km 지역,36.09 
441,2017-11-19,2017,11,19,2.1,36.12 N,129.38 E,경북 포항시 북구 북쪽 9km 지역,36.12 
440,2017-11-19,2017,11,19,2.4,36.09 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,36.09 
439,2017-11-19,2017,11,19,2,36.11 N,129.34 E,경북 포항시 북구 북북서쪽 8km 지역,36.11 
438,2017-11-17,2017,11,17,2.6,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,36.10 
437,2017-11-17,2017,11,17,2.1,36.12 N,129.37 E,경북 포항시 북구 북쪽 8km지역,36.12 
436,2017-11-17,2017,11,17,2.1,36.08 N,129.33 E,경북 포항시 북구 북북서쪽 6km지역,36.08 
435,2017-11-16,2017,11,16,2.4,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역,36.12 
434,2017-11-16,2017,11,16,2.2,36.12 N,129.36 E,경북 포항시 북구 북쪽 9km지역,36.12 
433,2017-11-16,2017,11,16,2,36.11 N,129.37 E,경북 포항시 북구 북쪽 7km지역,36.11 
432,2017-11-16,2017,11,16,2.4,36.12 N,129.36 E,경북 포항시 북구 북쪽 8km 지역,36.12 
431,2017-11-16,2017,11,16,2,36.10 N,129.34 E,경북 포항시 북구 북북서쪽 7km 지역,36.10 
430,2017-11-16,2017,11,16,2.3,36.13 N,129.37 E,경북 포항시 북구 북쪽 10km 지역,36.13 
429,2017-11-16,2017,11,16,2.3,36.10 N,129.35 E,경북 포항시 북구 북북서쪽 6km 지역,36.10 
